Time,ChannelA,ChannelB
-5.002943778000,-0.010766668384,-0.014515020846
-5.000002600000,-0.010766668384,-0.010349311798
-4.997061422000,-0.010766668384,-0.013006647435
-4.994120244000,-0.010766668384,-0.012997844794
-4.991179066000,-0.010766668384,-0.008504012523
-4.988237888000,-0.010766668384,-0.014896093375
-4.985296710000,-0.010766668384,-0.011605054641
-4.982355532000,-0.010766668384,-0.011427081143
-4.979414354000,-0.010766668384,-0.012748028517
-4.976473176000,-0.010766668384,-0.012602474501
-4.973531998000,-0.010766668384,-0.009797176744
-4.970590820000,-0.010766668384,-0.014035001295
-4.967649642000,-0.010766668384,-0.011774138458
-4.964708464000,-0.010766668384,-0.015052156015
-4.961767286000,-0.010766668384,-0.010384742863
-4.958826108000,-0.010766668384,-0.010369609516
-4.955884930000,-0.010766668384,-0.011329219220
-4.952943752000,-0.010766668384,-0.014183230339
-4.950002574000,-0.010766668384,-0.011189549105
-4.947061396000,-0.010766668384,-0.012078586813
-4.944120218000,-0.010766668384,-0.013966547272
-4.941179040000,-0.010766668384,-0.007088400494
-4.938237862000,-0.010766668384,-0.015619372192
-4.935296684000,-0.010766668384,-0.012064979567
-4.932355506000,-0.010766668384,-0.011100228703
-4.929414328000,-0.010766668384,-0.013422199392
-4.926473150000,-0.010766668384,-0.011648748698
-4.923531972000,-0.010766668384,-0.011008796131
-4.920590794000,-0.010766668384,-0.013308049392
-4.917649616000,-0.010766668384,-0.011835397178
-4.914708438000,-0.010766668384,-0.011389566922
-4.911767260000,-0.010766668384,-0.013188056109
-4.908826082000,-0.010766668384,-0.010672050150
-4.905884904000,-0.010766668384,-0.011844838112
-4.902943726000,-0.010766668384,-0.013842300637
-4.900002548000,-0.010766668384,-0.011077018048
-4.897061370000,-0.010766668384,-0.012374220922
-4.894120192000,-0.010766668384,-0.013194125695
-4.891179014000,-0.010766668384,-0.008261466984
-4.888237836000,-0.010766668384,-0.014710176031
-4.885296658000,-0.010766668384,-0.012910416060
-4.882355480000,-0.010766668384,-0.009796840189
-4.879414302000,-0.010766668384,-0.014019067181
-4.876473124000,-0.010766668384,-0.011814054981
-4.873531946000,-0.010766668384,-0.010431535543
-4.870590768000,-0.010766668384,-0.014350840279
-4.867649590000,-0.010766668384,-0.011086226875
-4.864708412000,-0.010766668384,-0.012363439573
-4.861767234000,-0.010766668384,-0.014805014766
-4.858826056000,-0.010766668384,-0.008993908207
-4.855884878000,-0.010766668384,-0.011235796334
-4.852943700000,-0.010766668384,-0.013988104167
-4.850002522000,-0.010766668384,-0.010790761043
-4.847061344000,-0.010766668384,-0.012638973256
-4.844120166000,-0.010766668384,-0.013183640282
-4.841178988000,-0.010766668384,-0.008540917464
-4.838237810000,-0.010766668384,-0.014247158285
-4.835296632000,-0.010766668384,-0.012832602340
-4.832355454000,-0.010766668384,-0.010817482310
-4.829414276000,-0.010766668384,-0.013037152038
-4.826473098000,-0.010766668384,-0.012663524326
-4.823531920000,-0.010766668384,-0.009176599271
-4.820590742000,-0.010766668384,-0.014906230628
-4.817649564000,-0.010766668384,-0.010913719487
-4.814708386000,-0.010766668384,-0.012232751982
-4.811767208000,-0.010766668384,-0.013215299615
-4.808826030000,-0.010766668384,-0.010423243536
-4.805884852000,-0.010766668384,-0.013226539375
-4.802943674000,-0.010766668384,-0.014494183480
-4.800002496000,-0.010766668384,-0.009760184763
-4.797061318000,-0.010766668384,-0.013602697048
