Time,ChannelA,ChannelB
-5.002943778000,0.004066663381,-0.014061797996
-5.000002600000,0.004066663381,-0.012728438724
-4.997061422000,0.004066663381,-0.008297913515
-4.994120244000,0.004066663381,-0.014464943858
-4.991179066000,0.004066663381,-0.013027473194
-4.988237888000,0.004066663381,-0.013866352678
-4.985296710000,0.004066663381,-0.010507933413
-4.982355532000,0.004066663381,-0.012757597109
-4.979414354000,0.004066663381,-0.007444126988
-4.976473176000,0.004066663381,-0.016282848758
-4.973531998000,0.004066663381,-0.011639481844
-4.970590820000,0.004066663381,-0.011238587416
-4.967649642000,0.004066663381,-0.013049685791
-4.964708464000,0.004066663381,-0.011907843434
-4.961767286000,0.004066663381,-0.009138446757
-4.958826108000,0.004066663381,-0.016201547637
-4.955884930000,0.004066663381,-0.009796869202
-4.952943752000,0.004066663381,-0.012976386543
-4.950002574000,0.004066663381,-0.013966251336
-4.947061396000,0.004066663381,-0.006848495166
-4.944120218000,0.004066663381,-0.015843970093
-4.941179040000,0.004066663381,-0.012208781178
-4.938237862000,0.004066663381,-0.010718593315
-4.935296684000,0.004066663381,-0.013288622074
-4.932355506000,0.004066663381,-0.012755421110
-4.929414328000,0.004066663381,-0.007949950984
-4.926473150000,0.004066663381,-0.015957481800
-4.923531972000,0.004066663381,-0.012424547425
-4.920590794000,0.004066663381,-0.011206597331
-4.917649616000,0.004066663381,-0.013275606699
-4.914708438000,0.004066663381,-0.010979997511
-4.911767260000,0.004066663381,-0.010502409277
-4.908826082000,0.004066663381,-0.014602461185
-4.905884904000,0.004066663381,-0.010724042016
-4.902943726000,0.004066663381,-0.012120522664
-4.900002548000,0.004066663381,-0.014578426552
-4.897061370000,0.004066663381,-0.007277422263
-4.894120192000,0.004066663381,-0.014864004645
-4.891179014000,0.004066663381,-0.013821643154
-4.888237836000,0.004066663381,-0.009139624698
-4.885296658000,0.004066663381,-0.016808152296
-4.882355480000,0.004066663381,-0.010080584640
-4.879414302000,0.004066663381,-0.008014673895
-4.876473124000,0.004066663381,-0.015540154228
-4.873531946000,0.004066663381,-0.012121770236
-4.870590768000,0.004066663381,-0.011401619055
-4.867649590000,0.004066663381,-0.013787860046
-4.864708412000,0.004066663381,-0.010815207665
-4.861767234000,0.004066663381,-0.010395390751
-4.858826056000,0.004066663381,-0.014901919249
-4.855884878000,0.004066663381,-0.010126396670
-4.852943700000,0.004066663381,-0.012994653329
-4.850002522000,0.004066663381,-0.013193731114
-4.847061344000,0.004066663381,-0.008304569170
-4.844120166000,0.004066663381,-0.014161000334
-4.841178988000,0.004066663381,-0.014090875144
-4.838237810000,0.004066663381,-0.009731066996
-4.835296632000,0.004066663381,-0.013750699788
-4.832355454000,0.004066663381,-0.013158317458
-4.829414276000,0.004066663381,-0.006969614166
-4.826473098000,0.004066663381,-0.016786276254
-4.823531920000,0.004066663381,-0.011024074545
-4.820590742000,0.004066663381,-0.012566875159
-4.817649564000,0.004066663381,-0.013296983712
-4.814708386000,0.004066663381,-0.010435080970
-4.811767208000,0.004066663381,-0.010335878632
-4.808826030000,0.004066663381,-0.015241142968
-4.805884852000,0.004066663381,-0.009988299077
-4.802943674000,0.004066663381,-0.013520165762
-4.800002496000,0.004066663381,-0.013229690221
-4.797061318000,0.004066663381,-0.007664454128
-4.794120140000,0.004066663381,-0.014879056754
-4.791178962000,0.004066663381,-0.012838138081
-4.788237784000,0.004066663381,-0.010826377793
-4.785296606000,0.004066663381,-0.014390176536
-4.782355428000,0.004066663381,-0.014185580418
-4.779414250000,0.004066663381,-0.005445840485
-4.776473072000,0.004066663381,-0.016310753768
-4.773531894000,0.004066663381,-0.012497782843
-4.770590716000,0.004066663381,-0.010498126911
-4.767649538000,0.004066663381,-0.013940760234
-4.764708360000,0.004066663381,-0.010031151749
-4.761767182000,0.004066663381,-0.011014035936
-4.758826004000,0.004066663381,-0.015176547716
-4.755884826000,0.004066663381,-0.009652144967
-4.752943648000,0.004066663381,-0.012923292171
-4.750002470000,0.004066663381,-0.013626534390
-4.747061292000,0.004066663381,-0.007560162854
-4.744120114000,0.004066663381,-0.015867261985
-4.741178936000,0.004066663381,-0.012460901112
-4.738237758000,0.004066663381,-0.010369238145
-4.735296580000,0.004066663381,-0.013396145432
-4.732355402000,0.004066663381,-0.012744419260
-4.729414224000,0.004066663381,-0.008448794376
-4.726473046000,0.004066663381,-0.014735614908
-4.723531868000,0.004066663381,-0.012864337108
-4.720590690000,0.004066663381,-0.011213369039
-4.717649512000,0.004066663381,-0.013809643246
-4.714708334000,0.004066663381,-0.010763500129
-4.711767156000,0.004066663381,-0.009824843844
-4.708825978000,0.004066663381,-0.015998831581
-4.705884800000,0.004066663381,-0.008935759715
-4.702943622000,0.004066663381,-0.013783432614
-4.700002444000,0.004066663381,-0.013311020355
-4.697061266000,0.004066663381,-0.007620086962
-4.694120088000,0.004066663381,-0.014709230196
-4.691178910000,0.004066663381,-0.013227183470
-4.688237732000,0.004066663381,-0.010187585759
-4.685296554000,0.004066663381,-0.014010102065
-4.682355376000,0.004066663381,-0.015611701071
-4.679414198000,0.004066663381,-0.006202948832
-4.676473020000,0.004066663381,-0.014830262155
-4.673531842000,0.004066663381,-0.011820623596
-4.670590664000,0.004066663381,-0.012252585486
-4.667649486000,0.004066663381,-0.011945032706
-4.664708308000,0.004066663381,-0.011674506722
-4.661767130000,0.004066663381,-0.009364501126
-4.658825952000,0.004066663381,-0.016160754911
-4.655884774000,0.004066663381,-0.009786215512
-4.652943596000,0.004066663381,-0.012763069021
-4.650002418000,0.004066663381,-0.014055003077
-4.647061240000,0.004066663381,-0.006850485480
-4.644120062000,0.004066663381,-0.016047655193
-4.641178884000,0.004066663381,-0.012545834701
-4.638237706000,0.004066663381,-0.010224531318
-4.635296528000,0.004066663381,-0.013314548375
-4.632355350000,0.004066663381,-0.012579112977
-4.629414172000,0.004066663381,-0.008109959435
-4.626472994000,0.004066663381,-0.016252164272
-4.623531816000,0.004066663381,-0.011834642832
-4.620590638000,0.004066663381,-0.014038587341
-4.617649460000,0.004066663381,-0.011386688801
-4.614708282000,0.004066663381,-0.009933069324
-4.611767104000,0.004066663381,-0.010833213331
-4.608825926000,0.004066663381,-0.014239957179
-4.605884748000,0.004066663381,-0.010630572710
-4.602943570000,0.004066663381,-0.011924526092
-4.600002392000,0.004066663381,-0.014808554391
-4.597061214000,0.004066663381,-0.007197798112
-4.594120036000,0.004066663381,-0.015090795952
-4.591178858000,0.004066663381,-0.013326733969
-4.588237680000,0.004066663381,-0.009422365288
-4.585296502000,0.004066663381,-0.014366994895
-4.582355324000,0.004066663381,-0.012400918978
-4.579414146000,0.004066663381,-0.012859892267
-4.576472968000,0.004066663381,-0.011810538567
-4.573531790000,0.004066663381,-0.011104458845
-4.570590612000,0.004066663381,-0.012064695236
-4.567649434000,0.004066663381,-0.013425704200
-4.564708256000,0.004066663381,-0.009730689823
-4.561767078000,0.004066663381,-0.011149882096
-4.558825900000,0.004066663381,-0.015191855143
-4.555884722000,0.004066663381,-0.009678268559
-4.552943544000,0.004066663381,-0.013506349620
-4.550002366000,0.004066663381,-0.012685893594
-4.547061188000,0.004066663381,-0.008055356370
-4.544120010000,0.004066663381,-0.014601213612
-4.541178832000,0.004066663381,-0.013838662367
-4.538237654000,0.004066663381,-0.010069669830
-4.535296476000,0.004066663381,-0.013222251206
-4.532355298000,0.004066663381,-0.012900899692
-4.529414120000,0.004066663381,-0.007629655554
-4.526472942000,0.004066663381,-0.016389478506
-4.523531764000,0.004066663381,-0.012121120338
-4.520590586000,0.004066663381,-0.011728813852
-4.517649408000,0.004066663381,-0.013175644212
-4.514708230000,0.004066663381,-0.009968152229
-4.511767052000,0.004066663381,-0.010562582899
-4.508825874000,0.004066663381,-0.015688377469
-4.505884696000,0.004066663381,-0.009086495509
-4.502943518000,0.004066663381,-0.013780130898
-4.500002340000,0.004066663381,-0.013062422638
-4.497061162000,0.004066663381,-0.007732467149
-4.494119984000,0.004066663381,-0.015786396064
-4.491178806000,0.004066663381,-0.012194338348
-4.488237628000,0.004066663381,-0.010796244560
-4.485296450000,0.004066663381,-0.012560828784
-4.482355272000,0.004066663381,-0.013733837247
-4.479414094000,0.004066663381,-0.007827561202
-4.476472916000,0.004066663381,-0.019946290842
-4.473531738000,0.004066663381,-0.008222716796
-4.470590560000,0.004066663381,-0.011296109221
-4.467649382000,0.004066663381,-0.013858513279
-4.464708204000,0.004066663381,-0.009899077321
-4.461767026000,0.004066663381,-0.010748639508
-4.458825848000,0.004066663381,-0.016892430183
-4.455884670000,0.004066663381,-0.010014747618
