amplitude [Vpp],frequency [Hz],reflection/transmission
0.38166666666666665,1598666.6666666667,0.2703244834146049
0.38166666666666665,1599333.3333333333,0.30149597810999607
0.38166666666666665,1600000.0,0.3299192883009754
0.38166666666666665,1600666.6666666667,0.3346987481894415
0.38166666666666665,1601333.3333333333,0.29375630494307536
0.38166666666666665,1602000.0,0.25579158696179394
0.38166666666666665,1602666.6666666667,0.2639405452815405
0.38166666666666665,1603333.3333333333,0.31451215647804726
0.38166666666666665,1604000.0,0.38678033382093135
0.38166666666666665,1604666.6666666667,0.478417184335677
0.38166666666666665,1605333.3333333333,0.5569030593669647
0.38166666666666665,1606000.0,0.6228387792871716
0.38166666666666665,1606666.6666666667,0.6761842337023806
0.38166666666666665,1607333.3333333333,0.7118674374042584
0.38166666666666665,1608000.0,0.747274810820104
0.38166666666666665,1608666.6666666667,0.7783118543885774
0.38166666666666665,1609333.3333333333,0.8089156372280079
0.38166666666666665,1610000.0,0.8238625835902099
0.38166666666666665,1610666.6666666667,0.8503863081287307
0.38166666666666665,1611333.3333333333,0.8711743691264479
0.38166666666666665,1612000.0,0.8838975546301986
0.38166666666666665,1612666.6666666667,0.8917497985086975
0.38166666666666665,1613333.3333333333,0.8911555548438865
0.38166666666666665,1614000.0,0.9102280398358629
0.38166666666666665,1614666.6666666667,0.9107588453923039
0.38166666666666665,1615333.3333333333,0.929286441364732
0.38166666666666665,1616000.0,0.9297668055966406
0.38166666666666665,1616666.6666666667,0.9364955282836478
0.38166666666666665,1617333.3333333333,0.9430905672152229
0.38166666666666665,1618000.0,0.9372408621954383
0.38166666666666665,1618666.6666666667,0.9498896936522736
0.38166666666666665,1619333.3333333333,0.9436404193519297
0.38166666666666665,1620000.0,0.9568381874547539
0.38166666666666665,1620666.6666666667,0.9569833012239491
0.38166666666666665,1621333.3333333333,0.9568381874547539
0.38166666666666665,1622000.0,0.9628180072123915
