% Moku:Lab Oscilloscope
% Channel A
% Channel B
% Time span 41.00 s, time offset -19.50 s, Precision acquisition mode, no averaging
% Edge trigger: Channel A, level 50.00 mV, Normal mode, Rising edge, Manual sensitivity, hysteresis 1.00 mV, HF reject off
% Output A (off) - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output B (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Internal 10 MHz clock
% Acquired 2024-03-11 T 14:36:03 -0500
% Time (s), Channel A (V), Channel B (V)
-3.9306043500e+00, 0.0000000000e+00, -9.5999351519e-03
-3.9277332000e+00, 0.0000000000e+00, -9.0334893380e-03
-3.9248620500e+00, 0.0000000000e+00, -1.7387474334e-02
-3.9219909000e+00, 0.0000000000e+00, -1.4813770054e-02
-3.9191197500e+00, 0.0000000000e+00, -8.6992652653e-03
-3.9162486000e+00, 0.0000000000e+00, -1.3137335584e-02
-3.9133774500e+00, 0.0000000000e+00, -1.1420302283e-02
-3.9105063000e+00, 0.0000000000e+00, -7.5797124039e-03
-3.9076351500e+00, 0.0000000000e+00, -1.8310767814e-02
-3.9047640000e+00, 0.0000000000e+00, -1.0796512851e-02
-3.9018928500e+00, 0.0000000000e+00, -1.2516761959e-02
-3.8990217000e+00, 0.0000000000e+00, -1.3653422205e-02
-3.8961505500e+00, 0.0000000000e+00, -8.3955527292e-03
-3.8932794000e+00, 0.0000000000e+00, -1.1080056744e-02
-3.8904082500e+00, 0.0000000000e+00, -1.8069445516e-02
-3.8875371000e+00, 0.0000000000e+00, -9.0856317885e-03
-3.8846659500e+00, 0.0000000000e+00, -1.2707760730e-02
-3.8817948000e+00, 0.0000000000e+00, -1.5008020298e-02
-3.8789236500e+00, 0.0000000000e+00, -3.3738222175e-03
-3.8760525000e+00, 0.0000000000e+00, -1.7581361982e-02
-3.8731813500e+00, 0.0000000000e+00, -1.7389745015e-02
-3.8703102000e+00, 0.0000000000e+00, -7.9808442995e-03
-3.8674390500e+00, 0.0000000000e+00, -1.4459811265e-02
-3.8645679000e+00, 0.0000000000e+00, -1.0861155937e-02
-3.8616967500e+00, 0.0000000000e+00, -5.3664282503e-03
-3.8588256000e+00, 0.0000000000e+00, -1.9417927036e-02
-3.8559544500e+00, 0.0000000000e+00, -1.4902469285e-02
-3.8530833000e+00, 0.0000000000e+00, -7.8704012158e-03
-3.8502121500e+00, 0.0000000000e+00, -1.5148416165e-02
-3.8473410000e+00, 0.0000000000e+00, -1.5936283123e-02
-3.8444698500e+00, 0.0000000000e+00, -2.7328362384e-03
-3.8415987000e+00, 0.0000000000e+00, -1.6817610610e-02
-3.8387275500e+00, 0.0000000000e+00, -1.2983493956e-02
-3.8358564000e+00, 0.0000000000e+00, -9.7607671496e-03
-3.8329852500e+00, 0.0000000000e+00, -1.4046261953e-02
-3.8301141000e+00, 0.0000000000e+00, -1.1607805869e-02
-3.8272429500e+00, 0.0000000000e+00, -6.7662497554e-03
-3.8243718000e+00, 0.0000000000e+00, -2.0025126229e-02
-3.8215006500e+00, 0.0000000000e+00, -1.2585019114e-02
-3.8186295000e+00, 0.0000000000e+00, -1.0531960650e-02
-3.8157583500e+00, 0.0000000000e+00, -1.4151759469e-02
-3.8128872000e+00, 0.0000000000e+00, -5.3282724831e-03
-3.8100160500e+00, 0.0000000000e+00, -1.3228751309e-02
-3.8071449000e+00, 0.0000000000e+00, -1.6979928655e-02
-3.8042737500e+00, 0.0000000000e+00, -9.3387116988e-03
-3.8014026000e+00, 0.0000000000e+00, -1.3973261333e-02
-3.7985314500e+00, 0.0000000000e+00, -1.2753584505e-02
-3.7956603000e+00, 0.0000000000e+00, -6.5722313348e-03
-3.7927891500e+00, 0.0000000000e+00, -1.5157974425e-02
-3.7899180000e+00, 0.0000000000e+00, -1.6442995754e-02
-3.7870468500e+00, 0.0000000000e+00, -7.9298431339e-03
-3.7841757000e+00, 0.0000000000e+00, -1.4658941690e-02
-3.7813045500e+00, 0.0000000000e+00, -1.2918791428e-02
-3.7784334000e+00, 0.0000000000e+00, -4.9339526313e-03
-3.7755622500e+00, 0.0000000000e+00, -1.8285374227e-02
-3.7726911000e+00, 0.0000000000e+00, -1.5593053600e-02
-3.7698199500e+00, 0.0000000000e+00, -1.0295310486e-02
-3.7669488000e+00, 0.0000000000e+00, -1.2598120112e-02
-3.7640776500e+00, 0.0000000000e+00, -1.2513201388e-02
-3.7612065000e+00, 0.0000000000e+00, -3.7579061710e-03
-3.7583353500e+00, 0.0000000000e+00, -2.0177636358e-02
-3.7554642000e+00, 0.0000000000e+00, -1.2851384293e-02
-3.7525930500e+00, 0.0000000000e+00, -9.6072762288e-03
-3.7497219000e+00, 0.0000000000e+00, -1.5972233595e-02
-3.7468507500e+00, 0.0000000000e+00, -1.4164569202e-02
-3.7439796000e+00, 0.0000000000e+00, -6.6791970664e-03
-3.7411084500e+00, 0.0000000000e+00, -1.4874941732e-02
-3.7382373000e+00, 0.0000000000e+00, -1.1058051346e-02
-3.7353661500e+00, 0.0000000000e+00, -1.1792206587e-02
-3.7324950000e+00, 0.0000000000e+00, -1.3230570232e-02
-3.7296238500e+00, 0.0000000000e+00, -8.9441838003e-03
-3.7267527000e+00, 0.0000000000e+00, -1.1659918599e-02
-3.7238815500e+00, 0.0000000000e+00, -1.7712276863e-02
-3.7210104000e+00, 0.0000000000e+00, -9.9624179124e-03
-3.7181392500e+00, 0.0000000000e+00, -1.3144510223e-02
-3.7152681000e+00, 0.0000000000e+00, -1.2945890998e-02
-3.7123969500e+00, 0.0000000000e+00, -6.3006352671e-03
-3.7095258000e+00, 0.0000000000e+00, -1.3824721924e-02
-3.7066546500e+00, 0.0000000000e+00, -1.7720872164e-02
-3.7037835000e+00, 0.0000000000e+00, -7.7050932417e-03
-3.7009123500e+00, 0.0000000000e+00, -1.4589882070e-02
-3.6980412000e+00, 0.0000000000e+00, -1.4223077882e-02
-3.6951700500e+00, 0.0000000000e+00, -4.3931143957e-03
-3.6922989000e+00, 0.0000000000e+00, -2.1806386522e-02
-3.6894277500e+00, 0.0000000000e+00, -1.4111784779e-02
-3.6865566000e+00, 0.0000000000e+00, -8.7069570495e-03
-3.6836854500e+00, 0.0000000000e+00, -1.6519479670e-02
-3.6808143000e+00, 0.0000000000e+00, -1.0459393957e-02
-3.6779431500e+00, 0.0000000000e+00, -5.4106233164e-03
-3.6750720000e+00, 0.0000000000e+00, -1.8268510555e-02
-3.6722008500e+00, 0.0000000000e+00, -1.2697542665e-02
-3.6693297000e+00, 0.0000000000e+00, -1.1878783741e-02
-3.6664585500e+00, 0.0000000000e+00, -1.2630117697e-02
-3.6635874000e+00, 0.0000000000e+00, -1.0136725393e-02
-3.6607162500e+00, 0.0000000000e+00, -8.2434705819e-03
-3.6578451000e+00, 0.0000000000e+00, -1.6758561008e-02
-3.6549739500e+00, 0.0000000000e+00, -1.2323837270e-02
-3.6521028000e+00, 0.0000000000e+00, -1.1763299983e-02
-3.6492316500e+00, 0.0000000000e+00, -1.4170858157e-02
-3.6463605000e+00, 0.0000000000e+00, -9.0702779411e-03
-3.6434893500e+00, 0.0000000000e+00, -1.5918111729e-02
-3.6406182000e+00, 0.0000000000e+00, -1.4234645279e-02
-3.6377470500e+00, 0.0000000000e+00, -6.2942214841e-03
-3.6348759000e+00, 0.0000000000e+00, -1.5086638179e-02
-3.6320047500e+00, 0.0000000000e+00, -1.2939863588e-02
-3.6291336000e+00, 0.0000000000e+00, -5.1735630030e-03
-3.6262624500e+00, 0.0000000000e+00, -1.6454515597e-02
-3.6233913000e+00, 0.0000000000e+00, -1.7413628778e-02
-3.6205201500e+00, 0.0000000000e+00, -6.9910353127e-03
-3.6176490000e+00, 0.0000000000e+00, -1.3719711832e-02
-3.6147778500e+00, 0.0000000000e+00, -1.1544387287e-02
-3.6119067000e+00, 0.0000000000e+00, -4.1379302415e-03
-3.6090355500e+00, 0.0000000000e+00, -1.8782593983e-02
-3.6061644000e+00, 0.0000000000e+00, -1.4899770621e-02
-3.6032932500e+00, 0.0000000000e+00, -8.6152084490e-03
-3.6004221000e+00, 0.0000000000e+00, -1.4141927776e-02
-3.5975509500e+00, 0.0000000000e+00, -1.2194883973e-02
-3.5946798000e+00, 0.0000000000e+00, -6.9825886161e-03
-3.5918086500e+00, 0.0000000000e+00, -1.7438356616e-02
-3.5889375000e+00, 0.0000000000e+00, -1.4598929130e-02
-3.5860663500e+00, 0.0000000000e+00, -9.0781837162e-03
-3.5831952000e+00, 0.0000000000e+00, -1.4810572079e-02
-3.5803240500e+00, 0.0000000000e+00, -1.1196111145e-02
-3.5774529000e+00, 0.0000000000e+00, -6.2892402514e-03
-3.5745817500e+00, 0.0000000000e+00, -1.9600901148e-02
-3.5717106000e+00, 0.0000000000e+00, -1.0041677766e-02
-3.5688394500e+00, 0.0000000000e+00, -1.4865603407e-02
-3.5659683000e+00, 0.0000000000e+00, -1.2203443609e-02
-3.5630971500e+00, 0.0000000000e+00, -7.3458144006e-03
