% Moku:Lab Oscilloscope
% Channel A
% Channel B
% Time span 42.00 s, time offset -19.00 s, Precision acquisition mode, no averaging
% Edge trigger: Channel A, level 30.00 mV, Normal mode, Rising edge, Manual sensitivity, hysteresis 1.00 mV, HF reject off
% Output A (off) - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output B (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Internal 10 MHz clock
% Acquired 2024-03-14 T 15:57:34 -0500
% Time (s), Channel A (V), Channel B (V)
-5.0029437780e+00, 2.0999955922e-03, -1.4469829701e-02
-5.0000026000e+00, 2.0999955922e-03, -1.1436394418e-02
-4.9970614220e+00, 2.0999955922e-03, -1.1168218513e-02
-4.9941202440e+00, 2.0999955922e-03, -1.3947311442e-02
-4.9911790660e+00, 2.0999955922e-03, -1.0539627562e-02
-4.9882378880e+00, 2.0999955922e-03, -1.1088727823e-02
-4.9852967100e+00, 2.0999955922e-03, -1.5116025934e-02
-4.9823555320e+00, 2.0999955922e-03, -5.9270089629e-03
-4.9794143540e+00, 2.0999955922e-03, -1.6415068253e-02
-4.9764731760e+00, 2.0999955922e-03, -1.3014330161e-02
-4.9735319980e+00, 2.0999955922e-03, -9.3869516318e-03
-4.9705908200e+00, 2.0999955922e-03, -1.4896708457e-02
-4.9676496420e+00, 2.0999955922e-03, -1.4278231549e-02
-4.9647084640e+00, 2.0999955922e-03, -4.3372357858e-03
-4.9617672860e+00, 2.0999955922e-03, -1.6527576099e-02
-4.9588261080e+00, 2.0999955922e-03, -1.1325418475e-02
-4.9558849300e+00, 2.0999955922e-03, -1.0407965123e-02
-4.9529437520e+00, 2.0999955922e-03, -1.5543722866e-02
-4.9500025740e+00, 2.0999955922e-03, -9.5685343864e-03
-4.9470613960e+00, 2.0999955922e-03, -1.5235502779e-02
-4.9441202180e+00, 2.0999955922e-03, -1.3007250912e-02
-4.9411790400e+00, 2.0999955922e-03, -8.3452110262e-03
-4.9382378620e+00, 2.0999955922e-03, -1.3150292374e-02
-4.9352966840e+00, 2.0999955922e-03, -1.2980761752e-02
-4.9323555060e+00, 2.0999955922e-03, -7.5726675941e-03
-4.9294143280e+00, 2.0999955922e-03, -1.4345374170e-02
-4.9264731500e+00, 2.0999955922e-03, -1.4425926747e-02
-4.9235319720e+00, 2.0999955922e-03, -8.8896111302e-03
-4.9205907940e+00, 2.0999955922e-03, -1.4317718675e-02
-4.9176496160e+00, 2.0999955922e-03, -1.3026771072e-02
-4.9147084380e+00, 2.0999955922e-03, -7.3066270695e-03
-4.9117672600e+00, 2.0999955922e-03, -1.7079049650e-02
-4.9088260820e+00, 2.0999955922e-03, -1.1852486023e-02
-4.9058849040e+00, 2.0999955922e-03, -1.0054130297e-02
-4.9029437260e+00, 2.0999955922e-03, -1.4385261680e-02
-4.9000025480e+00, 2.0999955922e-03, -1.0930320908e-02
-4.8970613700e+00, 2.0999955922e-03, -1.0679819916e-02
-4.8941201920e+00, 2.0999955922e-03, -1.5876906012e-02
-4.8911790140e+00, 2.0999955922e-03, -8.3378706566e-03
-4.8882378360e+00, 2.0999955922e-03, -1.4286413304e-02
-4.8852966580e+00, 2.0999955922e-03, -1.2861488000e-02
-4.8823554800e+00, 2.0999955922e-03, -7.2208637003e-03
-4.8794143020e+00, 2.0999955922e-03, -1.6042276124e-02
-4.8764731240e+00, 2.0999955922e-03, -1.2809641200e-02
-4.8735319460e+00, 2.0999955922e-03, -1.0307283105e-02
-4.8705907680e+00, 2.0999955922e-03, -1.3245827429e-02
-4.8676495900e+00, 2.0999955922e-03, -1.4039684045e-02
-4.8647084120e+00, 2.0999955922e-03, -6.0801586655e-03
-4.8617672340e+00, 2.0999955922e-03, -1.7409575176e-02
-4.8588260560e+00, 2.0999955922e-03, -1.1627151184e-02
-4.8558848780e+00, 2.0999955922e-03, -1.0150036722e-02
-4.8529437000e+00, 2.0999955922e-03, -1.5771860391e-02
-4.8500025220e+00, 2.0999955922e-03, -1.0335164904e-02
-4.8470613440e+00, 2.0999955922e-03, -1.0742123116e-02
-4.8441201660e+00, 2.0999955922e-03, -1.9888072717e-02
-4.8411789880e+00, 2.0999955922e-03, -5.5995530460e-03
-4.8382378100e+00, 2.0999955922e-03, -1.1715815885e-02
-4.8352966320e+00, 2.0999955922e-03, -1.4501587679e-02
-4.8323554540e+00, 2.0999955922e-03, -5.3954327456e-03
-4.8294142760e+00, 2.0999955922e-03, -1.6624410950e-02
-4.8264730980e+00, 2.0999955922e-03, -1.2365627177e-02
-4.8235319200e+00, 2.0999955922e-03, -1.0393777610e-02
-4.8205907420e+00, 2.0999955922e-03, -1.4617031673e-02
-4.8176495640e+00, 2.0999955922e-03, -1.2452864423e-02
-4.8147083860e+00, 2.0999955922e-03, -7.7137187429e-03
-4.8117672080e+00, 2.0999955922e-03, -1.5785693942e-02
-4.8088260300e+00, 2.0999955922e-03, -1.2793579427e-02
-4.8058848520e+00, 2.0999955922e-03, -9.9984769494e-03
-4.8029436740e+00, 2.0999955922e-03, -1.4332022241e-02
-4.8000024960e+00, 2.0999955922e-03, -1.0691860443e-02
-4.7970613180e+00, 2.0999955922e-03, -1.0736128965e-02
-4.7941201400e+00, 2.0999955922e-03, -1.6163290675e-02
-4.7911789620e+00, 2.0999955922e-03, -9.5406699954e-03
-4.7882377840e+00, 2.0999955922e-03, -1.2690466093e-02
-4.7852966060e+00, 2.0999955922e-03, -1.4180590127e-02
-4.7823554280e+00, 2.0999955922e-03, -6.0113274689e-03
-4.7794142500e+00, 2.0999955922e-03, -1.5641758869e-02
-4.7764730720e+00, 2.0999955922e-03, -1.4509978331e-02
-4.7735318940e+00, 2.0999955922e-03, -8.1488488871e-03
-4.7705907160e+00, 2.0999955922e-03, -1.5511541293e-02
-4.7676495380e+00, 2.0999955922e-03, -1.1423495097e-02
-4.7647083600e+00, 2.0999955922e-03, -8.0511030174e-03
-4.7617671820e+00, 2.0999955922e-03, -1.7096945065e-02
-4.7588260040e+00, 2.0999955922e-03, -1.1267107508e-02
-4.7558848260e+00, 2.0999955922e-03, -1.1342547938e-02
-4.7529436480e+00, 2.0999955922e-03, -1.3253411510e-02
-4.7500024700e+00, 2.0999955922e-03, -1.2273277785e-02
-4.7470612920e+00, 2.0999955922e-03, -9.2508559578e-03
-4.7441201140e+00, 2.0999955922e-03, -1.5814829116e-02
-4.7411789360e+00, 2.0999955922e-03, -1.4790914293e-02
-4.7382377580e+00, 2.0999955922e-03, -7.8272884765e-03
-4.7352965800e+00, 2.0999955922e-03, -1.3780107687e-02
-4.7323554020e+00, 2.0999955922e-03, -6.8493771713e-03
-4.7294142240e+00, 2.0999955922e-03, -1.5170803079e-02
-4.7264730460e+00, 2.0999955922e-03, -1.3611145726e-02
-4.7235318680e+00, 2.0999955922e-03, -8.8828162110e-03
-4.7205906900e+00, 2.0999955922e-03, -1.4616410788e-02
-4.7176495120e+00, 2.0999955922e-03, -1.3700849104e-02
-4.7147083340e+00, 2.0999955922e-03, -5.8181684002e-03
-4.7117671560e+00, 2.0999955922e-03, -1.8339074858e-02
-4.7088259780e+00, 2.0999955922e-03, -1.0518209930e-02
-4.7058848000e+00, 2.0999955922e-03, -1.1471047925e-02
-4.7029436220e+00, 2.0999955922e-03, -1.4409592249e-02
-4.7000024440e+00, 2.0999955922e-03, -1.0494558273e-02
-4.6970612660e+00, 2.0999955922e-03, -1.0848108768e-02
-4.6941200880e+00, 2.0999955922e-03, -1.5088979718e-02
-4.6911789100e+00, 2.0999955922e-03, -1.0162245526e-02
-4.6882377320e+00, 2.0999955922e-03, -1.2446266795e-02
-4.6852965540e+00, 2.0999955922e-03, -1.4171253641e-02
-4.6823553760e+00, 2.0999955922e-03, -6.1972390107e-03
-4.6794141980e+00, 2.0999955922e-03, -1.5373229002e-02
-4.6764730200e+00, 2.0999955922e-03, -1.3771351468e-02
-4.6735318420e+00, 2.0999955922e-03, -1.0259875343e-02
-4.6705906640e+00, 2.0999955922e-03, -1.3569128639e-02
-4.6676494860e+00, 2.0999955922e-03, -1.3275571883e-02
-4.6647083080e+00, 2.0999955922e-03, -6.1727169539e-03
-4.6617671300e+00, 2.0999955922e-03, -1.7438675534e-02
-4.6588259520e+00, 2.0999955922e-03, -1.2283728382e-02
-4.6558847740e+00, 2.0999955922e-03, -9.5639676901e-03
-4.6529435960e+00, 2.0999955922e-03, -1.5292606792e-02
-4.6500024180e+00, 2.0999955922e-03, -1.0320832325e-02
-4.6470612400e+00, 2.0999955922e-03, -1.0429725112e-02
-4.6441200620e+00, 2.0999955922e-03, -1.6070500280e-02
-4.6411788840e+00, 2.0999955922e-03, -9.6630423698e-03
-4.6382377060e+00, 2.0999955922e-03, -1.7633540586e-02
-4.6352965280e+00, 2.0999955922e-03, -9.0124535204e-03
-4.6323553500e+00, 2.0999955922e-03, -7.1228915267e-03
-4.6294141720e+00, 2.0999955922e-03, -1.5031643599e-02
-4.6264729940e+00, 2.0999955922e-03, -1.3543382220e-02
-4.6235318160e+00, 2.0999955922e-03, -9.2698770893e-03
-4.6205906380e+00, 2.0999955922e-03, -1.4038065102e-02
-4.6176494600e+00, 2.0999955922e-03, -1.3336221324e-02
-4.6147082820e+00, 2.0999955922e-03, -7.3608413563e-03
-4.6117671040e+00, 2.0999955922e-03, -1.6923091458e-02
-4.6088259260e+00, 2.0999955922e-03, -1.1830853692e-02
-4.6058847480e+00, 2.0999955922e-03, -1.0051519098e-02
-4.6029435700e+00, 2.0999955922e-03, -1.4744841143e-02
-4.6000023920e+00, 2.0999955922e-03, -1.1211007355e-02
-4.5970612140e+00, 2.0999955922e-03, -8.9092473441e-03
-4.5941200360e+00, 2.0999955922e-03, -1.7680455122e-02
-4.5911788580e+00, 2.0999955922e-03, -7.3107701714e-03
-4.5882376800e+00, 2.0999955922e-03, -1.4474907032e-02
-4.5852965020e+00, 2.0999955922e-03, -1.3555109403e-02
-4.5823553240e+00, 2.0999955922e-03, -6.9892735901e-03
-4.5794141460e+00, 2.0999955922e-03, -1.5796074907e-02
