% Moku:Lab Oscilloscope
% Channel A
% Channel B
% Time span 42.00 s, time offset -19.00 s, Precision acquisition mode, no averaging
% Edge trigger: Channel A, level 50.00 mV, Normal mode, Rising edge, Manual sensitivity, hysteresis 1.00 mV, HF reject off
% Output A (off) - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output B (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Internal 10 MHz clock
% Acquired 2024-03-14 T 15:32:41 -0500
% Time (s), Channel A (V), Channel B (V)
-5.0029437780e+00, -3.3000038498e-03, -1.4731355753e-02
-5.0000026000e+00, -3.3000038498e-03, -1.3662644367e-02
-4.9970614220e+00, -3.3000038498e-03, -2.9889462604e-03
-4.9941202440e+00, -3.3000038498e-03, -1.9290700097e-02
-4.9911790660e+00, -3.3000038498e-03, -1.3357105110e-02
-4.9882378880e+00, -3.3000038498e-03, -8.3951429471e-03
-4.9852967100e+00, -3.3000038498e-03, -1.5651814885e-02
-4.9823555320e+00, -3.3000038498e-03, -1.2581109093e-02
-4.9794143540e+00, -3.3000038498e-03, -6.2452502500e-03
-4.9764731760e+00, -3.3000038498e-03, -1.8471596091e-02
-4.9735319980e+00, -3.3000038498e-03, -8.5832420931e-03
-4.9705908200e+00, -3.3000038498e-03, -1.3795107573e-02
-4.9676496420e+00, -3.3000038498e-03, -1.2271716868e-02
-4.9647084640e+00, -3.3000038498e-03, -8.2075486329e-03
-4.9617672860e+00, -3.3000038498e-03, -1.2981991917e-02
-4.9588261080e+00, -3.3000038498e-03, -1.7507350059e-02
-4.9558849300e+00, -3.3000038498e-03, -7.2209101216e-03
-4.9529437520e+00, -3.3000038498e-03, -1.3247927993e-02
-4.9500025740e+00, -3.3000038498e-03, -1.5324364771e-02
-4.9470613960e+00, -3.3000038498e-03, -2.4089758279e-03
-4.9441202180e+00, -3.3000038498e-03, -1.9300106214e-02
-4.9411790400e+00, -3.3000038498e-03, -1.9093142609e-02
-4.9382378620e+00, -3.3000038498e-03, -4.8224951416e-03
-4.9352966840e+00, -3.3000038498e-03, -1.3475769583e-02
-4.9323555060e+00, -3.3000038498e-03, -1.2017119197e-02
-4.9294143280e+00, -3.3000038498e-03, -5.8471062840e-03
-4.9264731500e+00, -3.3000038498e-03, -1.9085227776e-02
-4.9235319720e+00, -3.3000038498e-03, -9.0424881076e-03
-4.9205907940e+00, -3.3000038498e-03, -1.2647961582e-02
-4.9176496160e+00, -3.3000038498e-03, -1.5190410280e-02
-4.9147084380e+00, -3.3000038498e-03, -8.6900981448e-03
-4.9117672600e+00, -3.3000038498e-03, -1.4529568123e-02
-4.9088260820e+00, -3.3000038498e-03, -1.3003264482e-02
-4.9058849040e+00, -3.3000038498e-03, -8.0696309225e-03
-4.9029437260e+00, -3.3000038498e-03, -1.6433625171e-02
-4.9000025480e+00, -3.3000038498e-03, -1.2363561429e-02
-4.8970613700e+00, -3.3000038498e-03, -3.1222334452e-03
-4.8941201920e+00, -3.3000038498e-03, -1.7575595186e-02
-4.8911790140e+00, -3.3000038498e-03, -1.4373343009e-02
-4.8882378360e+00, -3.3000038498e-03, -8.2242951203e-03
-4.8852966580e+00, -3.3000038498e-03, -1.5304479042e-02
-4.8823554800e+00, -3.3000038498e-03, -1.2155535936e-02
-4.8794143020e+00, -3.3000038498e-03, -6.4047190533e-03
-4.8764731240e+00, -3.3000038498e-03, -1.7360896630e-02
-4.8735319460e+00, -3.3000038498e-03, -1.0451496706e-02
-4.8705907680e+00, -3.3000038498e-03, -1.1760368737e-02
-4.8676495900e+00, -3.3000038498e-03, -1.5758340185e-02
-4.8647084120e+00, -3.3000038498e-03, -4.9955537832e-03
-4.8617672340e+00, -3.3000038498e-03, -1.5121201910e-02
-4.8588260560e+00, -3.3000038498e-03, -1.7403209654e-02
-4.8558848780e+00, -3.3000038498e-03, -5.4569525860e-03
-4.8529437000e+00, -3.3000038498e-03, -1.5822413197e-02
-4.8500025220e+00, -3.3000038498e-03, -1.3957518327e-02
-4.8470613440e+00, -3.3000038498e-03, -3.7162753371e-03
-4.8441201660e+00, -3.3000038498e-03, -1.7036057715e-02
-4.8411789880e+00, -3.3000038498e-03, -1.3255895050e-02
-4.8382378100e+00, -3.3000038498e-03, -1.7559957008e-02
-4.8352966320e+00, -3.3000038498e-03, -8.7909832556e-03
-4.8323554540e+00, -3.3000038498e-03, -1.1234873711e-02
-4.8294142760e+00, -3.3000038498e-03, -5.5743230643e-03
-4.8264730980e+00, -3.3000038498e-03, -1.8314471564e-02
-4.8235319200e+00, -3.3000038498e-03, -9.3512478422e-03
-4.8205907420e+00, -3.3000038498e-03, -1.2102778118e-02
-4.8176495640e+00, -3.3000038498e-03, -1.4662994572e-02
-4.8147083860e+00, -3.3000038498e-03, -8.7626430462e-03
-4.8117672080e+00, -3.3000038498e-03, -2.2034454803e-02
-4.8088260300e+00, -3.3000038498e-03, -1.1969856501e-02
-4.8058848520e+00, -3.3000038498e-03, -2.0607985990e-03
-4.8029436740e+00, -3.3000038498e-03, -1.5355838419e-02
-4.8000024960e+00, -3.3000038498e-03, -1.3870762702e-02
-4.7970613180e+00, -3.3000038498e-03, -2.2319539670e-03
-4.7941201400e+00, -3.3000038498e-03, -2.0221400930e-02
-4.7911789620e+00, -3.3000038498e-03, -1.0784262060e-02
-4.7882377840e+00, -3.3000038498e-03, -1.0476819530e-02
-4.7852966060e+00, -3.3000038498e-03, -1.3691025195e-02
-4.7823554280e+00, -3.3000038498e-03, -1.2713456247e-02
-4.7794142500e+00, -3.3000038498e-03, -7.9015973876e-03
-4.7764730720e+00, -3.3000038498e-03, -1.6618851998e-02
-4.7735318940e+00, -3.3000038498e-03, -1.0340131984e-02
-4.7705907160e+00, -3.3000038498e-03, -1.2009651169e-02
