% Moku:Lab Oscilloscope
% Channel A
% Channel B
% Time span 41.00 s, time offset -19.50 s, Precision acquisition mode, no averaging
% Edge trigger: Channel A, level 90.00 mV, Normal mode, Rising edge, Manual sensitivity, hysteresis 1.00 mV, HF reject off
% Output A (off) - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output B (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Internal 10 MHz clock
% Acquired 2024-03-08 T 16:07:23 -0600
% Time (s), Channel A (V), Channel B (V)
-3.9306043500e+00, 4.8999994077e-03, -9.3391218480e-03
-3.9277332000e+00, 4.8999994077e-03, -1.2467288451e-02
-3.9248620500e+00, 4.8999994077e-03, -1.4705829475e-02
-3.9219909000e+00, 4.8999994077e-03, -9.8030838510e-03
-3.9191197500e+00, 4.8999994077e-03, -1.2832862191e-02
-3.9162486000e+00, 4.8999994077e-03, -1.2754707957e-02
-3.9133774500e+00, 4.8999994077e-03, -7.6381319210e-03
-3.9105063000e+00, 4.8999994077e-03, -1.4949594837e-02
-3.9076351500e+00, 4.8999994077e-03, -1.4543113169e-02
-3.9047640000e+00, 4.8999994077e-03, -9.3337304661e-03
-3.9018928500e+00, 4.8999994077e-03, -1.6151183490e-02
-3.8990217000e+00, 4.8999994077e-03, -1.0119344576e-02
-3.8961505500e+00, 4.8999994077e-03, -6.9710509398e-03
-3.8932794000e+00, 4.8999994077e-03, -1.4480354392e-02
-3.8904082500e+00, 4.8999994077e-03, -1.4364829024e-02
-3.8875371000e+00, 4.8999994077e-03, -9.7388568586e-03
-3.8846659500e+00, 4.8999994077e-03, -1.3526567207e-02
-3.8817948000e+00, 4.8999994077e-03, -1.1981416157e-02
-3.8789236500e+00, 4.8999994077e-03, -8.2282058973e-03
-3.8760525000e+00, 4.8999994077e-03, -1.6027996059e-02
-3.8731813500e+00, 4.8999994077e-03, -1.2232950577e-02
-3.8703102000e+00, 4.8999994077e-03, -1.0556302116e-02
-3.8674390500e+00, 4.8999994077e-03, -1.3172126938e-02
-3.8645679000e+00, 4.8999994077e-03, -1.0994995359e-02
-3.8616967500e+00, 4.8999994077e-03, -1.0262700650e-02
-3.8588256000e+00, 4.8999994077e-03, -1.5364529146e-02
-3.8559544500e+00, 4.8999994077e-03, -1.2180980508e-02
-3.8530833000e+00, 4.8999994077e-03, -1.1090714680e-02
-3.8502121500e+00, 4.8999994077e-03, -1.2657942459e-02
-3.8473410000e+00, 4.8999994077e-03, -9.5328549474e-03
-3.8444698500e+00, 4.8999994077e-03, -1.2060105368e-02
-3.8415987000e+00, 4.8999994077e-03, -1.3728437905e-02
-3.8387275500e+00, 4.8999994077e-03, -1.1648256095e-02
-3.8358564000e+00, 4.8999994077e-03, -1.2303561632e-02
-3.8329852500e+00, 4.8999994077e-03, -1.2423574864e-02
-3.8301141000e+00, 4.8999994077e-03, -8.6961148437e-03
-3.8272429500e+00, 4.8999994077e-03, -1.3196801279e-02
-3.8243718000e+00, 4.8999994077e-03, -1.5067919919e-02
-3.8215006500e+00, 4.8999994077e-03, -9.0113591119e-03
-3.8186295000e+00, 4.8999994077e-03, -1.3539965416e-02
-3.8157583500e+00, 4.8999994077e-03, -1.2290252586e-02
-3.8128872000e+00, 4.8999994077e-03, -7.0907312976e-03
-3.8100160500e+00, 4.8999994077e-03, -1.6163131315e-02
-3.8071449000e+00, 4.8999994077e-03, -1.4351163327e-02
-3.8042737500e+00, 4.8999994077e-03, -9.4597473324e-03
-3.8014026000e+00, 4.8999994077e-03, -1.5082554519e-02
-3.7985314500e+00, 4.8999994077e-03, -1.0997129324e-02
-3.7956603000e+00, 4.8999994077e-03, -6.8022477809e-03
-3.7927891500e+00, 4.8999994077e-03, -1.6015513256e-02
-3.7899180000e+00, 4.8999994077e-03, -1.1829649052e-02
-3.7870468500e+00, 4.8999994077e-03, -1.1193656194e-02
-3.7841757000e+00, 4.8999994077e-03, -1.3092742257e-02
-3.7813045500e+00, 4.8999994077e-03, -1.1101949202e-02
-3.7784334000e+00, 4.8999994077e-03, -1.0610001944e-02
-3.7755622500e+00, 4.8999994077e-03, -1.3685514896e-02
-3.7726911000e+00, 4.8999994077e-03, -1.2434839108e-02
-3.7698199500e+00, 4.8999994077e-03, -1.1418584412e-02
-3.7669488000e+00, 4.8999994077e-03, -1.2951906520e-02
-3.7640776500e+00, 4.8999994077e-03, -9.8560466000e-03
-3.7612065000e+00, 4.8999994077e-03, -1.0901344617e-02
