% Moku:Lab Oscilloscope
% Channel A
% Channel B
% Time span 41.00 s, time offset -16.03 s, Precision acquisition mode, no averaging
% Edge trigger: Channel A, level 50.00 mV, Normal mode, Rising edge, Manual sensitivity, hysteresis 1.00 mV, HF reject off
% Output A (off) - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output B (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Internal 10 MHz clock
% Acquired 2024-03-08 T 16:30:44 -0600
% Time (s), Channel A (V), Channel B (V)
-1.0183969050e+01, 0.0000000000e+00, -1.2404280018e-02
-1.0181097900e+01, 0.0000000000e+00, -1.2102636060e-02
-1.0178226750e+01, 0.0000000000e+00, -1.4106940263e-02
-1.0175355600e+01, 0.0000000000e+00, -1.1613429075e-02
-1.0172484450e+01, 0.0000000000e+00, -6.5814567205e-03
-1.0169613300e+01, 0.0000000000e+00, -1.7861725733e-02
-1.0166742150e+01, 0.0000000000e+00, -1.2723667388e-02
-1.0163871000e+01, 0.0000000000e+00, -1.1040200938e-02
-1.0160999850e+01, 0.0000000000e+00, -1.4010852402e-02
-1.0158128700e+01, 0.0000000000e+00, -9.0377513235e-03
-1.0155257550e+01, 0.0000000000e+00, -1.0206159497e-02
-1.0152386400e+01, 0.0000000000e+00, -1.8736746432e-02
-1.0149515250e+01, 0.0000000000e+00, -1.0988016878e-02
-1.0146644100e+01, 0.0000000000e+00, -1.1182611885e-02
-1.0143772950e+01, 0.0000000000e+00, -1.3981369211e-02
-1.0140901800e+01, 0.0000000000e+00, -5.6970858079e-03
-1.0138030650e+01, 0.0000000000e+00, -1.4423991565e-02
-1.0135159500e+01, 0.0000000000e+00, -1.7603932079e-02
-1.0132288350e+01, 0.0000000000e+00, -7.4631586910e-03
-1.0129417200e+01, 0.0000000000e+00, -1.5089937206e-02
-1.0126546050e+01, 0.0000000000e+00, -1.1146804074e-02
-1.0123674900e+01, 0.0000000000e+00, -6.9487721089e-03
-1.0120803750e+01, 0.0000000000e+00, -1.7066999177e-02
-1.0117932600e+01, 0.0000000000e+00, -1.4617795995e-02
-1.0115061450e+01, 0.0000000000e+00, -9.0114839399e-03
-1.0112190300e+01, 0.0000000000e+00, -1.4242628329e-02
-1.0109319150e+01, 0.0000000000e+00, -1.3065387086e-02
-1.0106448000e+01, 0.0000000000e+00, -4.6939380546e-03
-1.0103576850e+01, 0.0000000000e+00, -1.8477377567e-02
-1.0100705700e+01, 0.0000000000e+00, -1.4946515746e-02
-1.0097834550e+01, 0.0000000000e+00, -1.6798184991e-02
-1.0094963400e+01, 0.0000000000e+00, -7.0527181910e-03
-1.0092092250e+01, 0.0000000000e+00, -1.2406705248e-02
-1.0089221100e+01, 0.0000000000e+00, -6.6470746539e-03
-1.0086349950e+01, 0.0000000000e+00, -1.7139250828e-02
-1.0083478800e+01, 0.0000000000e+00, -1.2764046283e-02
-1.0080607650e+01, 0.0000000000e+00, -1.0363466589e-02
-1.0077736500e+01, 0.0000000000e+00, -1.5425421447e-02
-1.0074865350e+01, 0.0000000000e+00, -7.9403108556e-03
-1.0071994200e+01, 0.0000000000e+00, -1.1274229714e-02
-1.0069123050e+01, 0.0000000000e+00, -1.7762338846e-02
-1.0066251900e+01, 0.0000000000e+00, -9.1514696569e-03
-1.0063380750e+01, 0.0000000000e+00, -1.3229726157e-02
-1.0060509600e+01, 0.0000000000e+00, -1.2228438936e-02
-1.0057638450e+01, 0.0000000000e+00, -8.3277176124e-03
-1.0054767300e+01, 0.0000000000e+00, -1.2863248900e-02
-1.0051896150e+01, 0.0000000000e+00, -1.6713450537e-02
-1.0049025000e+01, 0.0000000000e+00, -1.0650785044e-02
-1.0046153850e+01, 0.0000000000e+00, -1.3915763166e-02
-1.0043282700e+01, 0.0000000000e+00, -1.2203907256e-02
