% Moku:Lab Oscilloscope
% Channel A
% Channel B
% Time span 35.15 s, time offset -15.44 s, Precision acquisition mode, no averaging
% Edge trigger: Channel A, level 50.00 mV, Normal mode, Rising edge, Manual sensitivity, hysteresis 1.00 mV, HF reject off
% Output A (off) - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output B (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Internal 10 MHz clock
% Acquired 2024-03-14 T 15:43:20 -0500
% Time (s), Channel A (V), Channel B (V)
-4.6450127820e+00, -5.2156864059e-03, -2.1877114287e-02
-4.6425511960e+00, -5.2156864059e-03, -9.3454812635e-03
-4.6400896100e+00, -5.2156864059e-03, -1.6052013525e-02
-4.6376280240e+00, -5.2156864059e-03, -1.4745237179e-02
-4.6351664380e+00, -5.2156864059e-03, -1.0184946107e-02
-4.6327048520e+00, -5.2156864059e-03, -1.6084557963e-02
-4.6302432660e+00, -5.2156864059e-03, -1.8513895549e-02
-4.6277816800e+00, -5.2156864059e-03, -1.4334916575e-02
-4.6253200940e+00, -5.2156864059e-03, -1.5556054043e-02
-4.6228585080e+00, -5.2156864059e-03, -1.6142380845e-02
-4.6203969220e+00, -5.2156864059e-03, -5.3537333381e-03
-4.6179353360e+00, -5.2156864059e-03, -2.0902417390e-02
-4.6154737500e+00, -5.2156864059e-03, -1.4083345437e-02
-4.6130121640e+00, -5.2156864059e-03, -1.0786234754e-02
-4.6105505780e+00, -5.2156864059e-03, -1.6906024221e-02
-4.6080889920e+00, -5.2156864059e-03, -1.5201705158e-02
-4.6056274060e+00, -5.2156864059e-03, -7.0748168779e-03
-4.6031658200e+00, -5.2156864059e-03, -2.0586305099e-02
-4.6007042340e+00, -5.2156864059e-03, -1.4493735373e-02
-4.5982426480e+00, -5.2156864059e-03, -1.0265537617e-02
-4.5957810620e+00, -5.2156864059e-03, -1.9078445172e-02
-4.5933194760e+00, -5.2156864059e-03, -1.1193074892e-02
-4.5908578900e+00, -5.2156864059e-03, -1.1228406476e-02
-4.5883963040e+00, -5.2156864059e-03, -2.1676918156e-02
-4.5859347180e+00, -5.2156864059e-03, -1.0825989719e-02
-4.5834731320e+00, -5.2156864059e-03, -2.2364934193e-02
-4.5810115460e+00, -5.2156864059e-03, -9.1467757702e-03
-4.5785499600e+00, -5.2156864059e-03, -8.6324294434e-03
-4.5760883740e+00, -5.2156864059e-03, -1.6291805158e-02
-4.5736267880e+00, -5.2156864059e-03, -1.7179060545e-02
-4.5711652020e+00, -5.2156864059e-03, -1.1577423731e-02
-4.5687036160e+00, -5.2156864059e-03, -1.5106567796e-02
-4.5662420300e+00, -5.2156864059e-03, -1.4937931588e-02
-4.5637804440e+00, -5.2156864059e-03, -5.0781455972e-03
-4.5613188580e+00, -5.2156864059e-03, -1.9710974815e-02
-4.5588572720e+00, -5.2156864059e-03, -1.6713517008e-02
-4.5563956860e+00, -5.2156864059e-03, -9.9642069065e-03
-4.5539341000e+00, -5.2156864059e-03, -1.6530688541e-02
-4.5514725140e+00, -5.2156864059e-03, -1.6811323651e-02
-4.5490109280e+00, -5.2156864059e-03, -5.1661972289e-03
-4.5465493420e+00, -5.2156864059e-03, -2.2757235412e-02
-4.5440877560e+00, -5.2156864059e-03, -1.2902552256e-02
-4.5416261700e+00, -5.2156864059e-03, -1.1937894631e-02
-4.5391645840e+00, -5.2156864059e-03, -1.7910090151e-02
-4.5367029980e+00, -5.2156864059e-03, -1.1638824144e-02
-4.5342414120e+00, -5.2156864059e-03, -1.1915493464e-02
-4.5317798260e+00, -5.2156864059e-03, -1.7950274974e-02
-4.5293182400e+00, -5.2156864059e-03, -1.2624073371e-02
-4.5268566540e+00, -5.2156864059e-03, -1.4033592798e-02
-4.5243950680e+00, -5.2156864059e-03, -1.6852721785e-02
-4.5219334820e+00, -5.2156864059e-03, -9.3128258946e-03
-4.5194718960e+00, -5.2156864059e-03, -1.5239796155e-02
-4.5170103100e+00, -5.2156864059e-03, -1.8649682258e-02
-4.5145487240e+00, -5.2156864059e-03, -9.9904351997e-03
-4.5120871380e+00, -5.2156864059e-03, -1.5623971664e-02
-4.5096255520e+00, -5.2156864059e-03, -1.7297153729e-02
-4.5071639660e+00, -5.2156864059e-03, -5.9539057397e-03
-4.5047023800e+00, -5.2156864059e-03, -1.8678780896e-02
-4.5022407940e+00, -5.2156864059e-03, -1.9622410127e-02
-4.4997792080e+00, -5.2156864059e-03, -7.9391649742e-03
-4.4973176220e+00, -5.2156864059e-03, -2.0056359074e-02
-4.4948560360e+00, -5.2156864059e-03, -1.8071009708e-02
-4.4923944500e+00, -5.2156864059e-03, -2.9885347793e-03
-4.4899328640e+00, -5.2156864059e-03, -2.0700245297e-02
-4.4874712780e+00, -5.2156864059e-03, -1.1491729387e-02
-4.4850096920e+00, -5.2156864059e-03, -1.3485960181e-02
-4.4825481060e+00, -5.2156864059e-03, -1.6498643294e-02
-4.4800865200e+00, -5.2156864059e-03, -1.4145640233e-02
-4.4776249340e+00, -5.2156864059e-03, -9.5933708730e-03
-4.4751633480e+00, -5.2156864059e-03, -1.9381495316e-02
-4.4727017620e+00, -5.2156864059e-03, -1.3723228129e-02
-4.4702401760e+00, -5.2156864059e-03, -1.3650394870e-02
-4.4677785900e+00, -5.2156864059e-03, -1.5962110729e-02
-4.4653170040e+00, -5.2156864059e-03, -9.2753588853e-03
-4.4628554180e+00, -5.2156864059e-03, -1.4771403073e-02
-4.4603938320e+00, -5.2156864059e-03, -1.9704090148e-02
-4.4579322460e+00, -5.2156864059e-03, -1.0616184174e-02
-4.4554706600e+00, -5.2156864059e-03, -1.4249825419e-02
-4.4530090740e+00, -5.2156864059e-03, -1.8117815737e-02
-4.4505474880e+00, -5.2156864059e-03, -4.9070134377e-03
-4.4480859020e+00, -5.2156864059e-03, -1.9543690581e-02
-4.4456243160e+00, -5.2156864059e-03, -1.6937258284e-02
-4.4431627300e+00, -5.2156864059e-03, -8.8857061487e-03
-4.4407011440e+00, -5.2156864059e-03, -1.9297423340e-02
-4.4382395580e+00, -5.2156864059e-03, -1.3642761418e-02
-4.4357779720e+00, -5.2156864059e-03, -7.4794661246e-03
-4.4333163860e+00, -5.2156864059e-03, -2.0705188668e-02
-4.4308548000e+00, -5.2156864059e-03, -1.3674307475e-02
-4.4283932140e+00, -5.2156864059e-03, -1.2652853081e-02
-4.4259316280e+00, -5.2156864059e-03, -1.6543549626e-02
-4.4234700420e+00, -5.2156864059e-03, -1.4582792318e-02
-4.4210084560e+00, -5.2156864059e-03, -8.9632470503e-03
-4.4185468700e+00, -5.2156864059e-03, -1.9976530217e-02
-4.4160852840e+00, -5.2156864059e-03, -1.3542472689e-02
-4.4136236980e+00, -5.2156864059e-03, -1.4582875517e-02
-4.4111621120e+00, -5.2156864059e-03, -1.4379275185e-02
